Line,GEBV_biomassfinalplant,GEBV_biomassfinalplot,GEBV_fruitlength,GEBV_fruitno,GEBV_fruitshapeindex,GEBV_fruitweight,GEBV_fruitwidth,GEBV_leafangledaily,GEBV_leafareadaily,GEBV_leafareadailyplant,GEBV_leafareaprojecteddaily,GEBV_leafareaprojectedplant,GEBV_yield
GPC001970,-890.6158226666666,-5550349.55666667,-1.4503295873333333,-9.064056513333334,0.7046367693333333,3.137379768333333,-0.02247987800000001,-0.013737341333333333,-652.3893145666666,-171.48740474666667,-373.81738253333333,-81.74207940333334,-4.298561677333334
GPC002050,-798.8308123333336,-5187577.856666669,-1.4318069523333332,-7.742869223333334,0.7176005586666667,2.8054785499999997,-0.050217763000000026,-0.014146937666666666,-640.6651087333333,-168.74082220333332,-372.1796533666667,-81.56441950666667,-4.267558609
GPC002070,-1221.5477693333335,-6897170.170000002,-1.4591805793333332,-7.884727653333334,0.6850995383333334,2.936069551666667,-0.026830542666666644,-0.014971913,-667.766485,-174.81924109,-381.4374569666667,-83.75932851666667,-4.286599906666667
GPC002370,-19935.430996666666,-80189870.83333334,-1.606379669,-52.94739933,-3.429048111,61.88614775333333,3.722473819666667,-0.05807104466666667,-2244.6385476666665,-551.5704462666666,-1255.4228293,-311.1094154,0.44437890199999996
GPC002420,-32794.836963333335,-129546896.16666667,1.765758421,-51.53101193333333,-2.789727424666667,62.15558718,3.685992740666667,-0.06830537933333333,-2791.3788463333335,-705.0968929333334,-1425.0016586666666,-361.1468876,-0.3844899006666664
GPC002430,-16200.828494000001,-64831089.89999999,-1.9058047206666666,-52.83218965666667,-3.507588863,60.74021927,3.6401354143333333,-0.06148730533333334,-2176.973457,-538.8909753,-1271.7118937,-317.1747467,0.715600969
GPC002470,-2363.460308333333,-8487239.783333333,-3.2219360116666667,17.429887909999998,-0.8331496833333333,5.369311873333333,0.16981800933333333,-0.01636085266666667,-734.2756043333333,-190.5239143,-420.54707376666664,-109.91898649666666,-2.753456842333333
GPC002590,-1746.1799729999996,-7510569.773333333,-1.1416590713333332,0.45956370100000044,-0.796996865,12.105131419333334,0.5761516083333333,-0.027194343666666666,-725.3808465333333,-186.62312939666666,-479.4908718333333,-117.20610623333333,-1.3200040473333334
GPC002630,-4287.120323666666,-16022896.676666668,-0.6944857569999999,-11.891935010666668,-1.4747385116666667,22.688794573666666,1.3527449996666667,-0.03950211666666667,-1201.5067041666666,-303.76234823333334,-778.8316023333333,-199.8980908,-0.2865881523333333
GPC002650,-17969.831173666666,-71579955.01666667,-2.3956145556666666,-52.9238049,-3.7378770403333332,56.83783563,3.6180204016666666,-0.059792941333333335,-2209.2724043333333,-539.8025092666667,-1301.4877966,-326.7931452,1.0926880543333335
GPC002680,4483.15588,18967929.663000003,-3.2065269546666664,27.293632791,-0.46589459533333333,-5.250571450333333,-0.549107397,-0.014313752666666667,-276.8930444266667,-77.41444795700001,-170.46595358333335,-46.50694301866667,-3.1971371053333333
GPC002710,2299.4239959999995,7075320.368000001,-3.6707686853333334,41.776344937,-0.7849933286666667,-1.5565230799999998,-0.48746915933333335,-0.014062281333333333,40.22419436666667,0.25587333033333926,-100.98216855,-17.25160012,-3.522226534
GPC002770,-4750.970625999999,-16126829.423333332,-0.09875084533333334,-8.063812538,-1.1030959086666667,17.36384377,0.8983547863333333,-0.033391110333333335,-596.9997069766666,-161.03311825,-454.70870709999997,-126.00977654333334,-0.29791077066666666
GPC002790,-3800.0031983333333,-12577753.81,0.038093284333333366,-4.706943491333333,-0.6757951803333333,9.766978484333332,0.6074385066666667,-0.030469598333333334,-1199.0608562,-306.54516313333335,-775.1818215,-204.12685173333333,-0.872520225
GPC002850,-3080.662963333333,-11839474.973333333,-2.099486333,11.703595821666665,-1.1132780156666666,3.2657920863333336,0.13300850566666667,-0.014363012333333333,-811.3197872000001,-208.57430543333334,-456.23810296666664,-113.15339781,-1.9046438896666666
GPC002860,-14445.210313,-55976479.553333335,-6.054241569333334,-33.764807086666664,-4.019727422333333,7.944476083333333,1.678214963,-0.04041649033333333,-1272.7832929666665,-328.4313378666667,-725.7627702,-187.82133226666667,-1.5467121243333335
GPC002870,-1109.6210716666665,-5412315.62,-1.7315779256666668,-1.2238218659999993,-0.13736773533333335,6.697462196999999,0.234424729,-0.019804809333333333,-692.3478803333333,-179.12684989333334,-424.2283603,-100.46999299666666,-3.0274567786666666
GPC002900,-17150.909207333334,-70395937.62766667,-2.2072058643333334,-54.457073566666665,-3.6219325673333334,55.248383860000004,3.4538732260000002,-0.04714790666666667,-1956.8395173333333,-474.8690794666667,-1098.5943743,-266.4132263,0.5268659149999999
GPC002940,17605.008427666668,67355042.38666667,-3.355923857666667,76.17158414,0.15598761766666666,-2.5230504943333334,-0.6341719953333333,-0.009962402666666667,404.76324393333334,112.02857323333333,49.892088083333334,22.663728276666667,-2.571415864
GPC002970,7029.834025,27088028.12133333,-2.2664175073333332,16.563156471666666,-0.44401668899999996,5.707453032333333,0.16288569933333333,-0.009975803666666666,-300.54827864333333,-77.27110691666667,-190.54569759999998,-41.220503406666666,-1.9692262813333332
GPC003010,-28522.152516666665,-112284221.73,-0.07090824,-18.705579505,2.512494795,1.2222538503333333,-0.5273405913333333,-0.046860935,-3265.823289666667,-826.6924482333333,-1686.9772133666665,-428.10688746666665,-4.013378788
